chimeraid	tagid	txid1	txid2	geneid1	geneid2	symbol1	symbol2	type1	type2	locusid1	locusid2	locus1	locus2	groupid1	groupid2	score1	score2	score
chimera_82	tag_252524|24|l	MI0014068_mmu-mir-669a-9	ENSMUST00000180809	MI0014068_mmu-mir-669a-9	ENSMUSG00000097569	mmu-mir-669a-9	Gm26640-201	miRNA	lincRNA	locus_247	locus_12281	chr2:10494066:10494114:+	chr6:72955375:72955398:+	group_172	group_326	1.0	0.333333333333	0.333333333333
chimera_83	tag_252524|24|l	MI0014066_mmu-mir-669a-8	ENSMUST00000180809	MI0014066_mmu-mir-669a-8	ENSMUSG00000097569	mmu-mir-669a-8	Gm26640-201	miRNA	lincRNA	locus_241	locus_12281	chr2:10491604:10491652:+	chr6:72955375:72955398:+	group_172	group_326	1.0	0.333333333333	0.333333333333
chimera_84	tag_252524|24|l	MI0014077_mmu-mir-669a-12	ENSMUST00000180809	MI0014077_mmu-mir-669a-12	ENSMUSG00000097569	mmu-mir-669a-12	Gm26640-201	miRNA	lincRNA	locus_267	locus_12281	chr2:10503829:10503877:+	chr6:72955375:72955398:+	group_172	group_326	1.0	0.333333333333	0.333333333333
chimera_85	tag_252524|24|l	MI0004668_mmu-mir-669a-3	ENSMUST00000180809	MI0004668_mmu-mir-669a-3	ENSMUSG00000097569	mmu-mir-669a-3	Gm26640-201	miRNA	lincRNA	locus_196	locus_12281	chr2:10474483:10474525:+	chr6:72955375:72955398:+	group_172	group_326	1.0	0.333333333333	0.333333333333
chimera_86	tag_252524|24|l	MI0004523_mmu-mir-669a-1	ENSMUST00000180809	MI0004523_mmu-mir-669a-1	ENSMUSG00000097569	mmu-mir-669a-1	Gm26640-201	miRNA	lincRNA	locus_203	locus_12281	chr2:10476895:10476943:+	chr6:72955375:72955398:+	group_172	group_326	0.921245421245	0.333333333333	0.307081807082
chimera_87	tag_252524|24|l	MI0014073_mmu-mir-669a-10	ENSMUST00000180809	MI0014073_mmu-mir-669a-10	ENSMUSG00000097569	mmu-mir-669a-10	Gm26640-201	miRNA	lincRNA	locus_259	locus_12281	chr2:10498949:10498997:+	chr6:72955375:72955398:+	group_172	group_326	1.0	0.333333333333	0.333333333333
chimera_88	tag_252524|24|l	MI0014055_mmu-mir-669a-5	ENSMUST00000180809	MI0014055_mmu-mir-669a-5	ENSMUSG00000097569	mmu-mir-669a-5	Gm26640-201	miRNA	lincRNA	locus_217	locus_12281	chr2:10481799:10481847:+	chr6:72955375:72955398:+	group_172	group_326	1.0	0.333333333333	0.333333333333
chimera_89	tag_252524|24|l	MI0014058_mmu-mir-669a-6	ENSMUST00000180809	MI0014058_mmu-mir-669a-6	ENSMUSG00000097569	mmu-mir-669a-6	Gm26640-201	miRNA	lincRNA	locus_223	locus_12281	chr2:10484234:10484282:+	chr6:72955375:72955398:+	group_172	group_326	1.0	0.333333333333	0.333333333333
chimera_90	tag_252524|24|l	MI0004667_mmu-mir-669a-2	ENSMUST00000180809	MI0004667_mmu-mir-669a-2	ENSMUSG00000097569	mmu-mir-669a-2	Gm26640-201	miRNA	lincRNA	locus_282	locus_12281	chr2:10510208:10510260:+	chr6:72955375:72955398:+	group_172	group_326	1.0	0.333333333333	0.333333333333
chimera_91	tag_252524|24|l	MI0014075_mmu-mir-669a-11	ENSMUST00000180809	MI0014075_mmu-mir-669a-11	ENSMUSG00000097569	mmu-mir-669a-11	Gm26640-201	miRNA	lincRNA	locus_261	locus_12281	chr2:10501377:10501425:+	chr6:72955375:72955398:+	group_172	group_326	1.0	0.333333333333	0.333333333333
chimera_92	tag_252524|24|l	MI0014064_mmu-mir-669p-1	ENSMUST00000180809	MI0014064_mmu-mir-669p-1	ENSMUSG00000097569	mmu-mir-669p-1	Gm26640-201	miRNA	lincRNA	locus_235	locus_12281	chr2:10489153:10489197:+	chr6:72955375:72955398:+	group_172	group_326	0.904471544715	0.333333333333	0.301490514905
chimera_93	tag_252524|24|l	MI0014054_mmu-mir-669a-4	ENSMUST00000180809	MI0014054_mmu-mir-669a-4	ENSMUSG00000097569	mmu-mir-669a-4	Gm26640-201	miRNA	lincRNA	locus_211	locus_12281	chr2:10479353:10479401:+	chr6:72955375:72955398:+	group_172	group_326	0.996688741722	0.333333333333	0.332229580574
chimera_94	tag_238413|1|r	MI0000390_mmu-mir-292a	ENSMUST00000182010	MI0000390_mmu-mir-292a	ENSMUSG00000098178	mmu-mir-292a	Yam1-001	miRNA	lincRNA	locus_407	locus_6330	chr7:3219234:3219266:+	chr17:39847608:39847675:+	group_274	group_1864	1.0	1.0	1.0
chimera_95	tag_1382759|17|r	MI0000580_mmu-mir-92a-2	ENSMUST00000182010	MI0000580_mmu-mir-92a-2	ENSMUSG00000098178	mmu-mir-92a-2	Yam1-001	miRNA	lincRNA	locus_458	locus_6337	chrX:52741852:52741918:-	chr17:39847911:39848043:+	group_119	group_1870	0.920276497696	1.0	0.920276497696
chimera_96	tag_1382759|17|r	MI0000719_mmu-mir-92a-1	ENSMUST00000182010	MI0000719_mmu-mir-92a-1	ENSMUSG00000098178	mmu-mir-92a-1	Yam1-001	miRNA	lincRNA	locus_121	locus_6337	chr14:115044454:115044506:+	chr17:39847911:39848043:+	group_119	group_1870	1.0	1.0	1.0
chimera_97	tag_742635|1|r	MI0000580_mmu-mir-92a-2	ENSMUST00000182010	MI0000580_mmu-mir-92a-2	ENSMUSG00000098178	mmu-mir-92a-2	Yam1-001	miRNA	lincRNA	locus_458	locus_6330	chrX:52741852:52741918:-	chr17:39847608:39847675:+	group_119	group_1864	0.920276497696	1.0	0.920276497696
chimera_98	tag_742635|1|r	MI0000719_mmu-mir-92a-1	ENSMUST00000182010	MI0000719_mmu-mir-92a-1	ENSMUSG00000098178	mmu-mir-92a-1	Yam1-001	miRNA	lincRNA	locus_121	locus_6330	chr14:115044454:115044506:+	chr17:39847608:39847675:+	group_119	group_1864	1.0	1.0	1.0
chimera_99	tag_1800997|19|l	MI0001526_mmu-mir-434	ENSMUST00000182010	MI0001526_mmu-mir-434	ENSMUSG00000098178	mmu-mir-434	Yam1-001	miRNA	lincRNA	locus_61	locus_6337	chr12:109594557:109594590:+	chr17:39847911:39848043:+	group_61	group_1870	1.0	1.0	1.0
chimera_100	tag_255910|1|l	MI0014061_mmu-mir-669a-7	ENSMUST00000138604	MI0014061_mmu-mir-669a-7	ENSMUSG00000029722	mmu-mir-669a-7	Agfg2-004	miRNA	retained_intron	locus_229	locus_11111	chr2:10486691:10486739:+	chr5:137663096:137663123:-	group_172	group_2775	1.0	1.0	1.0
chimera_101	tag_255910|1|l	MI0009945_mmu-mir-669o	ENSMUST00000138604	MI0009945_mmu-mir-669o	ENSMUSG00000029722	mmu-mir-669o	Agfg2-004	miRNA	retained_intron	locus_295	locus_11111	chr2:10514335:10514395:+	chr5:137663096:137663123:-	group_172	group_2775	0.951807228916	1.0	0.951807228916
chimera_102	tag_255910|1|l	MI0014071_mmu-mir-669p-2	ENSMUST00000138604	MI0014071_mmu-mir-669p-2	ENSMUSG00000029722	mmu-mir-669p-2	Agfg2-004	miRNA	retained_intron	locus_253	locus_11111	chr2:10496534:10496578:+	chr5:137663096:137663123:-	group_172	group_2775	1.0	1.0	1.0
chimera_103	tag_255910|1|l	MI0014068_mmu-mir-669a-9	ENSMUST00000138604	MI0014068_mmu-mir-669a-9	ENSMUSG00000029722	mmu-mir-669a-9	Agfg2-004	miRNA	retained_intron	locus_247	locus_11111	chr2:10494066:10494114:+	chr5:137663096:137663123:-	group_172	group_2775	1.0	1.0	1.0
chimera_104	tag_255910|1|l	MI0014066_mmu-mir-669a-8	ENSMUST00000138604	MI0014066_mmu-mir-669a-8	ENSMUSG00000029722	mmu-mir-669a-8	Agfg2-004	miRNA	retained_intron	locus_241	locus_11111	chr2:10491604:10491652:+	chr5:137663096:137663123:-	group_172	group_2775	1.0	1.0	1.0
chimera_105	tag_255910|1|l	MI0014077_mmu-mir-669a-12	ENSMUST00000138604	MI0014077_mmu-mir-669a-12	ENSMUSG00000029722	mmu-mir-669a-12	Agfg2-004	miRNA	retained_intron	locus_267	locus_11111	chr2:10503829:10503877:+	chr5:137663096:137663123:-	group_172	group_2775	1.0	1.0	1.0
chimera_106	tag_255910|1|l	MI0004668_mmu-mir-669a-3	ENSMUST00000138604	MI0004668_mmu-mir-669a-3	ENSMUSG00000029722	mmu-mir-669a-3	Agfg2-004	miRNA	retained_intron	locus_196	locus_11111	chr2:10474483:10474525:+	chr5:137663096:137663123:-	group_172	group_2775	1.0	1.0	1.0
chimera_107	tag_255910|1|l	MI0004523_mmu-mir-669a-1	ENSMUST00000138604	MI0004523_mmu-mir-669a-1	ENSMUSG00000029722	mmu-mir-669a-1	Agfg2-004	miRNA	retained_intron	locus_203	locus_11111	chr2:10476895:10476943:+	chr5:137663096:137663123:-	group_172	group_2775	0.921245421245	1.0	0.921245421245
chimera_108	tag_255910|1|l	MI0014073_mmu-mir-669a-10	ENSMUST00000138604	MI0014073_mmu-mir-669a-10	ENSMUSG00000029722	mmu-mir-669a-10	Agfg2-004	miRNA	retained_intron	locus_259	locus_11111	chr2:10498949:10498997:+	chr5:137663096:137663123:-	group_172	group_2775	1.0	1.0	1.0
chimera_109	tag_255910|1|l	MI0014055_mmu-mir-669a-5	ENSMUST00000138604	MI0014055_mmu-mir-669a-5	ENSMUSG00000029722	mmu-mir-669a-5	Agfg2-004	miRNA	retained_intron	locus_217	locus_11111	chr2:10481799:10481847:+	chr5:137663096:137663123:-	group_172	group_2775	1.0	1.0	1.0
chimera_110	tag_255910|1|l	MI0014058_mmu-mir-669a-6	ENSMUST00000138604	MI0014058_mmu-mir-669a-6	ENSMUSG00000029722	mmu-mir-669a-6	Agfg2-004	miRNA	retained_intron	locus_223	locus_11111	chr2:10484234:10484282:+	chr5:137663096:137663123:-	group_172	group_2775	1.0	1.0	1.0
chimera_111	tag_255910|1|l	MI0004667_mmu-mir-669a-2	ENSMUST00000138604	MI0004667_mmu-mir-669a-2	ENSMUSG00000029722	mmu-mir-669a-2	Agfg2-004	miRNA	retained_intron	locus_282	locus_11111	chr2:10510208:10510260:+	chr5:137663096:137663123:-	group_172	group_2775	1.0	1.0	1.0
chimera_112	tag_255910|1|l	MI0014075_mmu-mir-669a-11	ENSMUST00000138604	MI0014075_mmu-mir-669a-11	ENSMUSG00000029722	mmu-mir-669a-11	Agfg2-004	miRNA	retained_intron	locus_261	locus_11111	chr2:10501377:10501425:+	chr5:137663096:137663123:-	group_172	group_2775	1.0	1.0	1.0
chimera_113	tag_255910|1|l	MI0014064_mmu-mir-669p-1	ENSMUST00000138604	MI0014064_mmu-mir-669p-1	ENSMUSG00000029722	mmu-mir-669p-1	Agfg2-004	miRNA	retained_intron	locus_235	locus_11111	chr2:10489153:10489197:+	chr5:137663096:137663123:-	group_172	group_2775	0.904471544715	1.0	0.904471544715
chimera_114	tag_255910|1|l	MI0014054_mmu-mir-669a-4	ENSMUST00000138604	MI0014054_mmu-mir-669a-4	ENSMUSG00000029722	mmu-mir-669a-4	Agfg2-004	miRNA	retained_intron	locus_211	locus_11111	chr2:10479353:10479401:+	chr5:137663096:137663123:-	group_172	group_2775	0.996688741722	1.0	0.996688741722
chimera_115	tag_267181|1|r	MI0014051_mmu-mir-669d-2	ENSMUST00000180860	MI0014051_mmu-mir-669d-2	ENSMUSG00000097440	mmu-mir-669d-2	Gm6277-201	miRNA	lincRNA	locus_182	locus_6652	chr2:10471651:10471686:+	chr18:11821359:11821385:-	group_163	group_1959	1.0	1.0	1.0
chimera_116	tag_267181|1|r	MI0009942_mmu-mir-669l	ENSMUST00000180860	MI0009942_mmu-mir-669l	ENSMUSG00000097440	mmu-mir-669l	Gm6277-201	miRNA	lincRNA	locus_180	locus_6652	chr2:10468977:10469015:+	chr18:11821359:11821385:-	group_163	group_1959	0.767772511848	1.0	0.767772511848
chimera_117	tag_267181|1|r	MI0006281_mmu-mir-669d	ENSMUST00000180860	MI0006281_mmu-mir-669d	ENSMUSG00000097440	mmu-mir-669d	Gm6277-201	miRNA	lincRNA	locus_176	locus_6652	chr2:10468377:10468410:+	chr18:11821359:11821385:-	group_163	group_1959	1.0	1.0	1.0
chimera_118	tag_874636|1|r	MI0000402_mmu-mir-302a	ENSMUST00000107157	MI0000402_mmu-mir-302a	ENSMUSG00000037996	mmu-mir-302a	Slc24a2-201	miRNA	protein_coding	locus_327	locus_10642	chr3:127545526:127545564:+	chr4:86989388:86989411:-	group_206	group_2693	1.0	1.0	1.0
chimera_119	tag_874636|1|r	MI0000402_mmu-mir-302a	ENSMUST00000107158	MI0000402_mmu-mir-302a	ENSMUSG00000037996	mmu-mir-302a	Slc24a2-201	miRNA	protein_coding	locus_327	locus_10642	chr3:127545526:127545564:+	chr4:86989388:86989411:-	group_206	group_2693	1.0	1.0	1.0
chimera_120	tag_1500334|1|r	MI0000402_mmu-mir-302a	ENSMUST00000173283	MI0000402_mmu-mir-302a	ENSMUSG00000092335	mmu-mir-302a	Gm7221-001	miRNA	protein_coding	locus_327	locus_13097	chr3:127545526:127545564:+	chr7:42580390:42580415:-	group_206	group_3134	1.0	1.0	1.0
chimera_121	tag_1500334|1|r	MI0000402_mmu-mir-302a	ENSMUST00000072829	MI0000402_mmu-mir-302a	ENSMUSG00000064194	mmu-mir-302a	Zfp936-201	miRNA	protein_coding	locus_327	locus_13109	chr3:127545526:127545564:+	chr7:43189848:43189873:+	group_206	group_3134	1.0	1.0	1.0
chimera_122	tag_1500334|1|r	MI0000402_mmu-mir-302a	ENSMUST00000187616	MI0000402_mmu-mir-302a	ENSMUSG00000074158	mmu-mir-302a	9830147E19Rik-201	miRNA	protein_coding	locus_327	locus_13101	chr3:127545526:127545564:+	chr7:42613705:42613730:-	group_206	group_3134	1.0	1.0	1.0
chimera_123	tag_1500334|1|r	MI0000402_mmu-mir-302a	ENSMUST00000098503	MI0000402_mmu-mir-302a	ENSMUSG00000074158	mmu-mir-302a	9830147E19Rik-201	miRNA	protein_coding	locus_327	locus_13101	chr3:127545526:127545564:+	chr7:42613705:42613730:-	group_206	group_3134	1.0	1.0	1.0
chimera_124	tag_1500334|1|r	MI0000402_mmu-mir-302a	ENSMUST00000107994	MI0000402_mmu-mir-302a	ENSMUSG00000074158	mmu-mir-302a	9830147E19Rik-201	miRNA	protein_coding	locus_327	locus_13101	chr3:127545526:127545564:+	chr7:42613705:42613730:-	group_206	group_3134	1.0	1.0	1.0
chimera_125	tag_469783|1|r	MI0000580_mmu-mir-92a-2	ENSMUST00000182010	MI0000580_mmu-mir-92a-2	ENSMUSG00000098178	mmu-mir-92a-2	Yam1-001	miRNA	lincRNA	locus_458	locus_6334	chrX:52741852:52741918:-	chr17:39847755:39847884:+	group_119	group_231	0.920276497696	0.5	0.460138248848
chimera_126	tag_469783|1|r	MI0000719_mmu-mir-92a-1	ENSMUST00000182010	MI0000719_mmu-mir-92a-1	ENSMUSG00000098178	mmu-mir-92a-1	Yam1-001	miRNA	lincRNA	locus_121	locus_6334	chr14:115044454:115044506:+	chr17:39847755:39847884:+	group_119	group_231	1.0	0.5	0.5
chimera_127	tag_1596518|1|l	MI0000172_mmu-mir-150	ENSMUST00000182010	MI0000172_mmu-mir-150	ENSMUSG00000098178	mmu-mir-150	Yam1-001	miRNA	lincRNA	locus_416	locus_6330	chr7:45121762:45121801:+	chr17:39847608:39847675:+	group_282	group_1864	1.0	1.0	1.0
chimera_128	tag_422920|1|r	MI0000402_mmu-mir-302a	ENSMUST00000101638	MI0000402_mmu-mir-302a	ENSMUSG00000020451	mmu-mir-302a	Limk2-013	miRNA	processed_transcript	locus_327	locus_2563	chr3:127545526:127545564:+	chr11:3344682:3344704:-	group_206	group_904	0.659083882698	1.0	0.659083882698
chimera_129	tag_422920|1|r	MI0000402_mmu-mir-302a	ENSMUST00000101640	MI0000402_mmu-mir-302a	ENSMUSG00000020451	mmu-mir-302a	Limk2-013	miRNA	processed_transcript	locus_327	locus_2563	chr3:127545526:127545564:+	chr11:3344682:3344704:-	group_206	group_904	0.659083882698	1.0	0.659083882698
chimera_130	tag_422920|1|r	MI0000402_mmu-mir-302a	ENSMUST00000101642	MI0000402_mmu-mir-302a	ENSMUSG00000020451	mmu-mir-302a	Limk2-013	miRNA	processed_transcript	locus_327	locus_2563	chr3:127545526:127545564:+	chr11:3344682:3344704:-	group_206	group_904	0.659083882698	1.0	0.659083882698
chimera_131	tag_422920|1|r	MI0000402_mmu-mir-302a	ENSMUST00000134576	MI0000402_mmu-mir-302a	ENSMUSG00000020451	mmu-mir-302a	Limk2-013	miRNA	processed_transcript	locus_327	locus_2563	chr3:127545526:127545564:+	chr11:3344682:3344704:-	group_206	group_904	0.659083882698	1.0	0.659083882698
chimera_132	tag_422920|1|r	MI0000402_mmu-mir-302a	ENSMUST00000110029	MI0000402_mmu-mir-302a	ENSMUSG00000020451	mmu-mir-302a	Limk2-013	miRNA	processed_transcript	locus_327	locus_2563	chr3:127545526:127545564:+	chr11:3344682:3344704:-	group_206	group_904	0.659083882698	1.0	0.659083882698
chimera_133	tag_422920|1|r	MI0003716_mmu-mir-302b	ENSMUST00000101638	MI0003716_mmu-mir-302b	ENSMUSG00000020451	mmu-mir-302b	Limk2-013	miRNA	processed_transcript	locus_323	locus_2563	chr3:127545269:127545301:+	chr11:3344682:3344704:-	group_202	group_904	0.340916117302	1.0	0.340916117302
chimera_134	tag_422920|1|r	MI0003716_mmu-mir-302b	ENSMUST00000101640	MI0003716_mmu-mir-302b	ENSMUSG00000020451	mmu-mir-302b	Limk2-013	miRNA	processed_transcript	locus_323	locus_2563	chr3:127545269:127545301:+	chr11:3344682:3344704:-	group_202	group_904	0.340916117302	1.0	0.340916117302
chimera_135	tag_422920|1|r	MI0003716_mmu-mir-302b	ENSMUST00000101642	MI0003716_mmu-mir-302b	ENSMUSG00000020451	mmu-mir-302b	Limk2-013	miRNA	processed_transcript	locus_323	locus_2563	chr3:127545269:127545301:+	chr11:3344682:3344704:-	group_202	group_904	0.340916117302	1.0	0.340916117302
chimera_136	tag_422920|1|r	MI0003716_mmu-mir-302b	ENSMUST00000134576	MI0003716_mmu-mir-302b	ENSMUSG00000020451	mmu-mir-302b	Limk2-013	miRNA	processed_transcript	locus_323	locus_2563	chr3:127545269:127545301:+	chr11:3344682:3344704:-	group_202	group_904	0.340916117302	1.0	0.340916117302
chimera_137	tag_422920|1|r	MI0003716_mmu-mir-302b	ENSMUST00000110029	MI0003716_mmu-mir-302b	ENSMUSG00000020451	mmu-mir-302b	Limk2-013	miRNA	processed_transcript	locus_323	locus_2563	chr3:127545269:127545301:+	chr11:3344682:3344704:-	group_202	group_904	0.340916117302	1.0	0.340916117302
chimera_138	tag_674251|1|l	MI0000391_mmu-mir-293	ENSMUST00000076364	MI0000391_mmu-mir-293	ENSMUSG00000058443	mmu-mir-293	Rpl10-ps3-201	miRNA	protein_coding	locus_411	locus_14791	chr7:3220375:3220422:+	chr9:50344683:50344766:-	group_277	group_3440	1.0	1.0	1.0
chimera_139	tag_242212|6|r	MI0000389_mmu-mir-291a	ENSMUST00000038863	MI0000389_mmu-mir-291a	ENSMUSG00000035202	mmu-mir-291a	Lars2-201	miRNA	protein_coding	locus_404	locus_14553	chr7:3218922:3218961:+	chr9:123461873:123461931:+	group_271	group_3400	1.0	1.0	1.0
chimera_140	tag_242212|6|r	MI0003539_mmu-mir-291b	ENSMUST00000038863	MI0003539_mmu-mir-291b	ENSMUSG00000035202	mmu-mir-291b	Lars2-201	miRNA	protein_coding	locus_408	locus_14553	chr7:3219486:3219523:+	chr9:123461873:123461931:+	group_271	group_3400	0.869444444444	1.0	0.869444444444
chimera_141	tag_1490124|1|l	MI0000580_mmu-mir-92a-2	ENSMUST00000168118	MI0000580_mmu-mir-92a-2	ENSMUSG00000024247	mmu-mir-92a-2	Pkdcc-005	miRNA	processed_transcript	locus_457	locus_6575	chrX:52741838:52741880:-	chr17:83224382:83224405:+	group_119	group_1941	0.8001998002	1.0	0.8001998002
chimera_142	tag_1490124|1|l	MI0000580_mmu-mir-92a-2	ENSMUST00000170794	MI0000580_mmu-mir-92a-2	ENSMUSG00000024247	mmu-mir-92a-2	Pkdcc-005	miRNA	processed_transcript	locus_457	locus_6575	chrX:52741838:52741880:-	chr17:83224382:83224405:+	group_119	group_1941	0.8001998002	1.0	0.8001998002
chimera_143	tag_1530877|1|l	MI0003491_mmu-mir-484	ENSMUST00000182010	MI0003491_mmu-mir-484	ENSMUSG00000098178	mmu-mir-484	Yam1-001	miRNA	lincRNA	locus_140	locus_6337	chr16:14159627:14159653:+	chr17:39847911:39848043:+	group_134	group_1870	1.0	1.0	1.0
chimera_144	tag_562785|1|l	MI0005488_mmu-mir-297a-3	ENSMUST00000189625	MI0005488_mmu-mir-297a-3	ENSMUSG00000099759	mmu-mir-297a-3	RP23-152O2.3-001	miRNA	processed_transcript	locus_300	locus_3625	chr2:10515863:10515894:+	chr12:20804490:20804508:-	group_179	group_1217	0.952380952381	1.0	0.952380952381
chimera_145	tag_562785|1|l	MI0005492_mmu-mir-297c	ENSMUST00000189625	MI0005492_mmu-mir-297c	ENSMUSG00000099759	mmu-mir-297c	RP23-152O2.3-001	miRNA	processed_transcript	locus_277	locus_3625	chr2:10509059:10509089:+	chr12:20804490:20804508:-	group_179	group_1217	1.0	1.0	1.0
chimera_146	tag_562785|1|l	MI0004674_mmu-mir-297b	ENSMUST00000189625	MI0004674_mmu-mir-297b	ENSMUSG00000099759	mmu-mir-297b	RP23-152O2.3-001	miRNA	processed_transcript	locus_284	locus_3625	chr2:10511717:10511747:+	chr12:20804490:20804508:-	group_179	group_1217	1.0	1.0	1.0
chimera_147	tag_562785|1|l	MI0005489_mmu-mir-297a-4	ENSMUST00000189625	MI0005489_mmu-mir-297a-4	ENSMUSG00000099759	mmu-mir-297a-4	RP23-152O2.3-001	miRNA	processed_transcript	locus_304	locus_3625	chr2:10517109:10517140:+	chr12:20804490:20804508:-	group_179	group_1217	1.0	1.0	1.0
chimera_148	tag_162706|1|r	MI0000392_mmu-mir-294	ENSMUST00000083374	MI0000392_mmu-mir-294	ENSMUSG00000095513	mmu-mir-294	Gm24136-201	miRNA	snRNA	locus_413	locus_9675	chr7:3220671:3220724:+	chr3:96422758:96422807:+	group_279	group_290	1.0	0.324786324786	0.324786324786
chimera_149	tag_162706|1|r	MI0000392_mmu-mir-294	ENSMUST00000082679	MI0000392_mmu-mir-294	ENSMUSG00000064613	mmu-mir-294	Gm24621-201	miRNA	snRNA	locus_413	locus_9970	chr7:3220671:3220724:+	chr4:129458376:129458419:+	group_279	group_290	1.0	0.324786324786	0.324786324786
chimera_150	tag_162706|1|r	MI0000392_mmu-mir-294	ENSMUST00000083360	MI0000392_mmu-mir-294	ENSMUSG00000096838	mmu-mir-294	Gm26232-201	miRNA	snRNA	locus_413	locus_9679	chr7:3220671:3220724:+	chr3:96450471:96450520:+	group_279	group_290	1.0	0.324786324786	0.324786324786
chimera_151	tag_162706|1|r	MI0000392_mmu-mir-294	ENSMUST00000083435	MI0000392_mmu-mir-294	ENSMUSG00000095616	mmu-mir-294	Gm26244-201	miRNA	snRNA	locus_413	locus_6645	chr7:3220671:3220724:+	chr18:10151075:10151114:-	group_279	group_290	1.0	0.324786324786	0.324786324786
chimera_152	tag_162706|1|r	MI0000392_mmu-mir-294	ENSMUST00000176208	MI0000392_mmu-mir-294	ENSMUSG00000093660	mmu-mir-294	Gm26505-201	miRNA	snRNA	locus_413	locus_7459	chr7:3220671:3220724:+	chr2:113288296:113288339:+	group_279	group_290	1.0	0.324786324786	0.324786324786
chimera_153	tag_162706|1|r	MI0000392_mmu-mir-294	ENSMUST00000083007	MI0000392_mmu-mir-294	ENSMUSG00000064941	mmu-mir-294	Gm23238-201	miRNA	snRNA	locus_413	locus_7022	chr7:3220671:3220724:+	chr19:18732766:18732809:+	group_279	group_290	1.0	0.324786324786	0.324786324786
chimera_154	tag_162706|1|r	MI0000392_mmu-mir-294	ENSMUST00000084007	MI0000392_mmu-mir-294	ENSMUSG00000094306	mmu-mir-294	Gm24924-201	miRNA	snRNA	locus_413	locus_6663	chr7:3220671:3220724:+	chr18:14647865:14647904:-	group_279	group_290	1.0	0.324786324786	0.324786324786
chimera_155	tag_162706|1|r	MI0000392_mmu-mir-294	ENSMUST00000082469	MI0000392_mmu-mir-294	ENSMUSG00000064403	mmu-mir-294	Gm23928-201	miRNA	snRNA	locus_413	locus_13407	chr7:3220671:3220724:+	chr7:91667210:91667276:-	group_279	group_290	1.0	0.324786324786	0.324786324786
chimera_156	tag_162706|1|r	MI0000392_mmu-mir-294	ENSMUST00000178073	MI0000392_mmu-mir-294	ENSMUSG00000093834	mmu-mir-294	Rnu1b2-201	miRNA	snRNA	locus_413	locus_9671	chr7:3220671:3220724:+	chr3:96374046:96374095:+	group_279	group_290	1.0	0.324786324786	0.324786324786
chimera_157	tag_162706|1|r	MI0000392_mmu-mir-294	ENSMUST00000177643	MI0000392_mmu-mir-294	ENSMUSG00000095260	mmu-mir-294	Gm25890-201	miRNA	snRNA	locus_413	locus_9691	chr7:3220671:3220724:+	chr3:96486654:96486693:-	group_279	group_290	1.0	0.324786324786	0.324786324786
chimera_158	tag_162706|1|r	MI0000392_mmu-mir-294	ENSMUST00000178300	MI0000392_mmu-mir-294	ENSMUSG00000094812	mmu-mir-294	Gm22614-201	miRNA	snRNA	locus_413	locus_9694	chr7:3220671:3220724:+	chr3:96488754:96488803:+	group_279	group_290	1.0	0.324786324786	0.324786324786
chimera_159	tag_162706|1|r	MI0000392_mmu-mir-294	ENSMUST00000178469	MI0000392_mmu-mir-294	ENSMUSG00000096206	mmu-mir-294	Gm22317-201	miRNA	snRNA	locus_413	locus_3753	chr7:3220671:3220724:+	chr12:54738518:54738596:-	group_279	group_290	1.0	0.324786324786	0.324786324786
chimera_160	tag_162706|1|r	MI0000392_mmu-mir-294	ENSMUST00000082660	MI0000392_mmu-mir-294	ENSMUSG00000096211	mmu-mir-294	Gm23330-201	miRNA	snRNA	locus_413	locus_9170	chr7:3220671:3220724:+	chr3:19560278:19560321:+	group_279	group_290	1.0	0.324786324786	0.324786324786
chimera_161	tag_162706|1|r	MI0000392_mmu-mir-294	ENSMUST00000178250	MI0000392_mmu-mir-294	ENSMUSG00000095580	mmu-mir-294	Rnu1b1-201	miRNA	snRNA	locus_413	locus_9668	chr7:3220671:3220724:+	chr3:96360012:96360091:-	group_279	group_290	1.0	0.236208236208	0.236208236208
chimera_162	tag_162706|1|r	MI0000392_mmu-mir-294	ENSMUST00000082989	MI0000392_mmu-mir-294	ENSMUSG00000064923	mmu-mir-294	Gm22042-201	miRNA	snRNA	locus_413	locus_10506	chr7:3220671:3220724:+	chr4:51812582:51812621:-	group_279	group_290	1.0	0.324786324786	0.324786324786
